#Variables:
#tasmax (K):Daily Maximum Near-Surface Air Temperature
"#Data Extracted for Point Location: 42.28125 Latitude, -116.78125 Longitude (closest value to Latitude:42.28125, Longitude:-116.78125) "
#Original Data File(s):
#macav2livneh_tasmax_CCSM4_r6i1p1_historical_1990_2005_CONUS_daily.nc 
#===============================================
""
yyyy-mm-dd,tasmax (K)
2003-09-17,303.294
2003-09-18,301.339
2003-09-19,296.721
2003-09-20,300.921
2003-09-21,302.71
2003-09-22,304.919
2003-09-23,304.252
2003-09-24,303.564
2003-09-25,303.091
2003-09-26,304.42
2003-09-27,304.964
2003-09-28,305.1
2003-09-29,302.3
2003-09-30,298.939
2003-10-01,295.026
2003-10-02,296.472
2003-10-03,297.884
2003-10-04,295.893
2003-10-05,296.872
2003-10-06,295.636
2003-10-07,296.959
2003-10-08,298.531
2003-10-09,301.233
2003-10-10,302.668
2003-10-11,302.85
2003-10-12,300.242
2003-10-13,294.779
2003-10-14,294.6
2003-10-15,295.051
2003-10-16,295.085
2003-10-17,292.879
2003-10-18,293.779
2003-10-19,300.823
2003-10-20,302.635
2003-10-21,302.891
2003-10-22,303.175
2003-10-23,301.236
2003-10-24,298.283
2003-10-25,293.847
2003-10-26,285.578
2003-10-27,283.28
2003-10-28,291.206
2003-10-29,295.688
2003-10-30,292.96
2003-10-31,295.13
2003-11-01,297.726
2003-11-02,292.701
2003-11-03,291.815
2003-11-04,290.5
2003-11-05,289.436
2003-11-06,291.662
2003-11-07,295.755
2003-11-08,289.292
2003-11-09,288.263
2003-11-10,288.509
2003-11-11,290.93
2003-11-12,290.927
2003-11-13,291.913
2003-11-14,288.946
2003-11-15,288.188
2003-11-16,284.013
2003-11-17,282.339
2003-11-18,284.451
2003-11-19,286.448
2003-11-20,288.633
2003-11-21,289.695
2003-11-22,286.583
2003-11-23,287.66
2003-11-24,283.713
2003-11-25,283.192
2003-11-26,281.934
2003-11-27,275.07
2003-11-28,278.324
2003-11-29,281.265
2003-11-30,284.017
2003-12-01,285.994
2003-12-02,282.965
2003-12-03,286.499
2003-12-04,284.598
2003-12-05,290.612
2003-12-06,290.936
2003-12-07,291.632
2003-12-08,292.419
2003-12-09,290.914
2003-12-10,286.738
2003-12-11,286.182
2003-12-12,289.328
2003-12-13,292.223
2003-12-14,287.679
2003-12-15,283.693
2003-12-16,288.351
2003-12-17,284.835
2003-12-18,285.144
2003-12-19,284.099
2003-12-20,281.384
2003-12-21,284.946
2003-12-22,286.28
2003-12-23,284.237
2003-12-24,288.558
2003-12-25,285.362
2003-12-26,284.915
2003-12-27,281.091
2003-12-28,281.197
2003-12-29,284.192
2003-12-30,284.319
2003-12-31,285.102
2004-01-01,286.203
2004-01-02,289.57
2004-01-03,287.153
2004-01-04,283.034
2004-01-05,282.889
2004-01-06,280.054
2004-01-07,276.86
2004-01-08,278.964
2004-01-09,284.375
2004-01-10,287.072
2004-01-11,286.099
2004-01-12,285.575
2004-01-13,287.198
2004-01-14,278.529
2004-01-15,284.799
2004-01-16,286.698
2004-01-17,285.936
2004-01-18,283.414
2004-01-19,283.936
2004-01-20,282.774
2004-01-21,283.113
2004-01-22,283.448
2004-01-23,286.568
2004-01-24,287.101
2004-01-25,285.77
2004-01-26,285.777
2004-01-27,286.276
2004-01-28,282.867
2004-01-29,283.004
2004-01-30,289.034
2004-01-31,281.518
2004-02-01,278.163
2004-02-02,272.736
2004-02-03,281.437
2004-02-04,284.082
2004-02-05,285.041
2004-02-06,286.989
2004-02-07,282.123
2004-02-08,282.459
2004-02-09,283.627
2004-02-10,287.558
2004-02-11,287.701
2004-02-12,289.076
2004-02-13,289.431
2004-02-14,289.012
2004-02-15,290.323
2004-02-16,289.688
2004-02-17,288.889
2004-02-18,289.663
2004-02-19,289.733
2004-02-20,289.706
2004-02-21,290.42
2004-02-22,292.933
2004-02-23,295.162
2004-02-24,295.111
2004-02-25,294.491
2004-02-26,294.708
2004-02-27,294.741
2004-02-28,292.151
2004-02-29,292.84
2004-03-01,293.53
2004-03-02,295.305
2004-03-03,296.059
2004-03-04,293.833
2004-03-05,294.908
2004-03-06,290.193
2004-03-07,292.768
2004-03-08,294.348
2004-03-09,290.736
2004-03-10,288.332
2004-03-11,291.388
2004-03-12,285.732
2004-03-13,284.63
2004-03-14,292.513
2004-03-15,292.115
2004-03-16,291.2
2004-03-17,292.867
2004-03-18,292.533
2004-03-19,294.611
2004-03-20,297.163
2004-03-21,298.952
2004-03-22,299.309
2004-03-23,300.031
2004-03-24,300.145
2004-03-25,301.131
2004-03-26,300.856
2004-03-27,298.86
2004-03-28,295.374
2004-03-29,299.234
2004-03-30,299.336
2004-03-31,298.966
2004-04-01,294.919
2004-04-02,286.104
2004-04-03,287.005
2004-04-04,293.512
2004-04-05,296.082
2004-04-06,293.953
2004-04-07,288.566
2004-04-08,291.734
2004-04-09,290.662
2004-04-10,294.018
2004-04-11,295.448
2004-04-12,297.107
2004-04-13,298.517
2004-04-14,301.041
2004-04-15,304.217
2004-04-16,303.093
2004-04-17,299.871
2004-04-18,297.105
2004-04-19,292.132
2004-04-20,294.715
2004-04-21,296.365
2004-04-22,295.933
2004-04-23,294.026
2004-04-24,293.856
2004-04-25,296.801
2004-04-26,298.62
2004-04-27,299.112
2004-04-28,303.064
2004-04-29,301.805
2004-04-30,297.802
2004-05-01,302.519
2004-05-02,305.452
2004-05-03,306.41
2004-05-04,307.623
2004-05-05,308.315
2004-05-06,306.123
2004-05-07,304.341
2004-05-08,305.058
2004-05-09,305.713
2004-05-10,305.474
2004-05-11,303.411
2004-05-12,303.897
2004-05-13,302.312
2004-05-14,302.322
2004-05-15,301.144
2004-05-16,302.886
2004-05-17,303.511
2004-05-18,300.379
2004-05-19,304.074
2004-05-20,303.142
2004-05-21,305.79
2004-05-22,307.468
2004-05-23,307.925
2004-05-24,306.734
2004-05-25,304.276
2004-05-26,304.752
2004-05-27,305.692
2004-05-28,307.399
2004-05-29,308.844
2004-05-30,311.448
2004-05-31,308.774
2004-06-01,309.198
2004-06-02,310.51
2004-06-03,308.292
2004-06-04,306.207
2004-06-05,307.281
2004-06-06,308.277
2004-06-07,311.731
2004-06-08,311.126
2004-06-09,309.192
2004-06-10,307.913
2004-06-11,307.455
2004-06-12,308.391
2004-06-13,308.52
2004-06-14,309.087
2004-06-15,308.678
2004-06-16,308.548
2004-06-17,309.67
2004-06-18,310.403
2004-06-19,311.364
2004-06-20,312.709
2004-06-21,312.248
2004-06-22,313.181
2004-06-23,313.018
2004-06-24,310.992
2004-06-25,310.554
2004-06-26,310.365
2004-06-27,310.274
2004-06-28,310.465
2004-06-29,310.39
2004-06-30,308.182
2004-07-01,310.174
2004-07-02,310.879
2004-07-03,309.22
2004-07-04,308.494
2004-07-05,305.968
2004-07-06,302.54
2004-07-07,309.512
2004-07-08,309.833
2004-07-09,302.176
2004-07-10,306.371
2004-07-11,309.606
2004-07-12,308.243
2004-07-13,305.199
2004-07-14,305.634
2004-07-15,305.05
2004-07-16,305.14
2004-07-17,304.223
2004-07-18,304.09
2004-07-19,305.167
2004-07-20,305.246
2004-07-21,303.297
2004-07-22,300.515
2004-07-23,302.505
2004-07-24,302.217
2004-07-25,301.136
2004-07-26,303.463
2004-07-27,303.379
2004-07-28,299.908
2004-07-29,304.257
2004-07-30,303.097
2004-07-31,305.325
2004-08-01,305.941
2004-08-02,306.882
2004-08-03,305.892
2004-08-04,301.759
2004-08-05,301.631
2004-08-06,301.668
2004-08-07,304.258
2004-08-08,305.584
2004-08-09,304.824
2004-08-10,299.976
2004-08-11,302.101
2004-08-12,302.029
2004-08-13,303.602
2004-08-14,303.353
2004-08-15,302.849
2004-08-16,302.683
2004-08-17,303.952
2004-08-18,303.873
2004-08-19,303.279
2004-08-20,302.263
2004-08-21,302.033
2004-08-22,302.336
2004-08-23,303.719
2004-08-24,306.817
2004-08-25,305.911
2004-08-26,306.806
2004-08-27,302.609
2004-08-28,302.495
2004-08-29,304.506
2004-08-30,303.549
2004-08-31,302.509
2004-09-01,301.695
2004-09-02,304.539
2004-09-03,304.985
2004-09-04,309.083
2004-09-05,308.795
2004-09-06,307.422
2004-09-07,304.224
2004-09-08,300.541
2004-09-09,301.056
2004-09-10,301.458
2004-09-11,302.147
2004-09-12,303.429
2004-09-13,301.939
2004-09-14,303.705
2004-09-15,304.243
2004-09-16,304.069
2004-09-17,301.182
2004-09-18,301.722
2004-09-19,303.67
2004-09-20,302.341
2004-09-21,299.903
2004-09-22,299.03
2004-09-23,300.773
2004-09-24,292.571
2004-09-25,298.633
2004-09-26,299.671
2004-09-27,300.593
2004-09-28,301.985
2004-09-29,302.714
2004-09-30,300.031
2004-10-01,299.424
2004-10-02,298.47
2004-10-03,299.128
2004-10-04,298.343
2004-10-05,297.076
2004-10-06,301.937
2004-10-07,299.48
2004-10-08,295.204
2004-10-09,293.035
2004-10-10,292.668
2004-10-11,298.594
2004-10-12,300.09
2004-10-13,301.745
2004-10-14,297.744
2004-10-15,298.36
2004-10-16,299.98
2004-10-17,301.757
2004-10-18,300.448
2004-10-19,302.382
2004-10-20,300.067
2004-10-21,299.648
2004-10-22,302.439
2004-10-23,300.199
2004-10-24,301.426
2004-10-25,303.751
2004-10-26,304.412
2004-10-27,300.83
2004-10-28,300.894
2004-10-29,301.232
2004-10-30,299.751
2004-10-31,298.479
2004-11-01,295.546
2004-11-02,287.563
2004-11-03,287.901
2004-11-04,295.035
2004-11-05,294.764
2004-11-06,293.782
2004-11-07,296.585
2004-11-08,293.149
2004-11-09,291.835
2004-11-10,287.324
2004-11-11,286.638
2004-11-12,286.566
2004-11-13,293.394
2004-11-14,291.596
2004-11-15,288.505
2004-11-16,292.675
2004-11-17,292.436
2004-11-18,288.894
2004-11-19,282.887
2004-11-20,283.43
2004-11-21,291.565
2004-11-22,294.326
2004-11-23,291.18
2004-11-24,294.176
2004-11-25,289.771
2004-11-26,286.103
2004-11-27,289.059
2004-11-28,288.735
2004-11-29,288.761
2004-11-30,284.466
2004-12-01,285.997
2004-12-02,281.155
2004-12-03,278.498
2004-12-04,281.232
2004-12-05,287.518
2004-12-06,285.224
2004-12-07,284.827
2004-12-08,289.703
2004-12-09,287.636
2004-12-10,287.901
2004-12-11,288.775
2004-12-12,292.341
2004-12-13,292.42
2004-12-14,289.8
2004-12-15,290.877
2004-12-16,292.862
2004-12-17,287.012
2004-12-18,285.494
2004-12-19,289.631
2004-12-20,287.482
2004-12-21,285.475
2004-12-22,288.545
2004-12-23,286.142
2004-12-24,283.892
2004-12-25,275.767
2004-12-26,278.315
2004-12-27,272.556
2004-12-28,276.599
2004-12-29,279.756
2004-12-30,282.496
2004-12-31,284.807
2005-01-01,281.736
2005-01-02,285.567
2005-01-03,284.966
2005-01-04,286.051
2005-01-05,285.252
2005-01-06,284.04
2005-01-07,283.067
2005-01-08,287.432
2005-01-09,283.739
2005-01-10,287.142
2005-01-11,286.059
2005-01-12,283.327
2005-01-13,283.756
2005-01-14,286.303
2005-01-15,284.821
2005-01-16,281.842
2005-01-17,285.826
2005-01-18,287.904
2005-01-19,283.325
2005-01-20,277.871
2005-01-21,277.763
2005-01-22,278.808
2005-01-23,282.264
2005-01-24,288.128
2005-01-25,290.318
2005-01-26,289.695
2005-01-27,288.17
2005-01-28,288.281
2005-01-29,288.878
2005-01-30,289.28
2005-01-31,288.764
2005-02-01,283.596
2005-02-02,284.726
2005-02-03,285.1
2005-02-04,289.578
2005-02-05,290.005
2005-02-06,292.599
2005-02-07,290.325
2005-02-08,288.301
2005-02-09,287.901
2005-02-10,284.476
2005-02-11,281.949
2005-02-12,286.929
2005-02-13,290.681
2005-02-14,289.085
2005-02-15,291.51
2005-02-16,288.083
2005-02-17,289.13
2005-02-18,292.477
2005-02-19,290.412
2005-02-20,289.674
2005-02-21,290.46
2005-02-22,288.828
2005-02-23,285.771
2005-02-24,288.552
2005-02-25,289.085
2005-02-26,288.375
2005-02-27,287.67
2005-02-28,294.205
2005-03-01,295.269
2005-03-02,295.461
2005-03-03,292.662
2005-03-04,287.442
2005-03-05,287.631
2005-03-06,292.656
2005-03-07,292.204
2005-03-08,291.646
2005-03-09,293.513
2005-03-10,295.666
2005-03-11,294.61
2005-03-12,290.088
2005-03-13,293.091
2005-03-14,292.085
2005-03-15,291.79
2005-03-16,292.519
2005-03-17,290.946
2005-03-18,288.368
2005-03-19,288.409
2005-03-20,292.895
2005-03-21,291.407
2005-03-22,297.892
2005-03-23,295.76
2005-03-24,294.009
2005-03-25,294.475
2005-03-26,298.161
2005-03-27,296.777
2005-03-28,293.394
2005-03-29,295.306
2005-03-30,295.606
2005-03-31,299.563
2005-04-01,296.907
2005-04-02,293.251
2005-04-03,296.362
2005-04-04,295.947
2005-04-05,295.774
2005-04-06,293.022
2005-04-07,296.805
2005-04-08,298.107
2005-04-09,297.202
2005-04-10,295.356
2005-04-11,292.35
2005-04-12,294.851
2005-04-13,295.247
2005-04-14,293.527
2005-04-15,293.853
2005-04-16,293.04
2005-04-17,295.304
2005-04-18,298.699
2005-04-19,299.978
2005-04-20,299.338
2005-04-21,299.365
2005-04-22,299.672
2005-04-23,299.69
2005-04-24,299.625
2005-04-25,299.511
2005-04-26,295.756
2005-04-27,297.597
2005-04-28,302.236
2005-04-29,302.259
2005-04-30,302.707
2005-05-01,303.385
2005-05-02,302.528
2005-05-03,302.449
2005-05-04,302.841
2005-05-05,303.394
2005-05-06,302.648
2005-05-07,301.463
2005-05-08,301.743
2005-05-09,299.365
2005-05-10,301.754
2005-05-11,304.745
2005-05-12,306.115
2005-05-13,306.099
2005-05-14,306.49
2005-05-15,306.218
2005-05-16,305.494
2005-05-17,305.056
2005-05-18,304.646
2005-05-19,304.783
2005-05-20,303.182
2005-05-21,303.156
2005-05-22,303.588
2005-05-23,303.948
2005-05-24,303.571
2005-05-25,304.119
2005-05-26,304.156
2005-05-27,306.009
2005-05-28,307.191
2005-05-29,309.911
2005-05-30,308.816
2005-05-31,308.404
2005-06-01,307.874
2005-06-02,307.454
2005-06-03,307.457
2005-06-04,309.464
2005-06-05,306.899
2005-06-06,305.076
2005-06-07,305.07
2005-06-08,306.845
2005-06-09,308.385
2005-06-10,311.467
2005-06-11,309.552
2005-06-12,307.747
2005-06-13,308.74
2005-06-14,309.153
2005-06-15,309.2
2005-06-16,308.458
2005-06-17,309.34
2005-06-18,309.161
2005-06-19,305.967
2005-06-20,302.86
2005-06-21,302.485
2005-06-22,303.091
2005-06-23,306.573
2005-06-24,308.42
2005-06-25,309.782
2005-06-26,310.622
2005-06-27,308.917
2005-06-28,308.726
2005-06-29,309.695
2005-06-30,308.656
2005-07-01,307.124
2005-07-02,308.384
2005-07-03,309.001
2005-07-04,307.614
2005-07-05,307.572
2005-07-06,308.944
2005-07-07,308.484
2005-07-08,308.469
2005-07-09,307.285
2005-07-10,301.184
2005-07-11,305.757
2005-07-12,304.083
2005-07-13,306.585
2005-07-14,308.83
2005-07-15,306.701
2005-07-16,302.221
2005-07-17,302.57
2005-07-18,304.638
2005-07-19,307.513
2005-07-20,306.615
2005-07-21,304.717
2005-07-22,304.221
2005-07-23,305.379
2005-07-24,304.279
2005-07-25,304.398
2005-07-26,305.702
2005-07-27,305.54
2005-07-28,306.048
2005-07-29,306.868
2005-07-30,305.316
2005-07-31,303.11
2005-08-01,303.522
2005-08-02,306.272
2005-08-03,307.837
2005-08-04,306.279
2005-08-05,306.677
2005-08-06,306.891
2005-08-07,309.747
2005-08-08,311.622
2005-08-09,310.226
2005-08-10,308.775
2005-08-11,306.906
2005-08-12,306.664
2005-08-13,308.337
2005-08-14,309.882
2005-08-15,310.181
2005-08-16,309.538
2005-08-17,302.582
2005-08-18,304.207
2005-08-19,305.159
2005-08-20,304.872
2005-08-21,304.488
2005-08-22,304.881
2005-08-23,305.85
2005-08-24,303.964
2005-08-25,302.763
2005-08-26,304.244
2005-08-27,304.822
2005-08-28,305.678
2005-08-29,305.82
2005-08-30,304.374
2005-08-31,304.113
2005-09-01,304.962
2005-09-02,303.499
2005-09-03,298.881
2005-09-04,301.131
2005-09-05,302.711
2005-09-06,303.372
2005-09-07,303.402
2005-09-08,304.56
2005-09-09,304.065
2005-09-10,301.72
2005-09-11,302.703
2005-09-12,302.797
2005-09-13,304.928
2005-09-14,302.871
2005-09-15,303.299
2005-09-16,303.57
2005-09-17,301.206
2005-09-18,301.034
2005-09-19,302.268
2005-09-20,305.716
2005-09-21,305.349
2005-09-22,302.895
2005-09-23,302.588
2005-09-24,302.437
2005-09-25,301.936
2005-09-26,301.823
2005-09-27,299.291
2005-09-28,301.054
2005-09-29,302.639
2005-09-30,303.158
2005-10-01,303.655
2005-10-02,302.82
2005-10-03,301.203
2005-10-04,297.169
2005-10-05,295.091
2005-10-06,297.553
2005-10-07,299.433
2005-10-08,299.244
2005-10-09,296.464
2005-10-10,295.257
2005-10-11,298.07
2005-10-12,300.168
2005-10-13,296.613
2005-10-14,297.362
2005-10-15,298.337
2005-10-16,298.819
2005-10-17,298.757
2005-10-18,298.046
2005-10-19,297.641
2005-10-20,296.338
2005-10-21,295.029
2005-10-22,295.245
2005-10-23,296.236
2005-10-24,298.47
2005-10-25,296.044
2005-10-26,291.982
2005-10-27,291.987
2005-10-28,294.74
2005-10-29,292.561
2005-10-30,292.181
2005-10-31,290.905
2005-11-01,288.767
2005-11-02,290.071
2005-11-03,293.253
2005-11-04,294.364
2005-11-05,293.621
2005-11-06,291.0
2005-11-07,293.467
2005-11-08,293.029
2005-11-09,291.573
2005-11-10,287.815
2005-11-11,287.574
2005-11-12,293.731
2005-11-13,291.015
2005-11-14,290.246
2005-11-15,287.639
2005-11-16,290.31
2005-11-17,286.127
2005-11-18,285.701
2005-11-19,287.253
2005-11-20,293.991
2005-11-21,295.033
2005-11-22,296.408
2005-11-23,295.639
2005-11-24,291.383
2005-11-25,287.414
2005-11-26,288.982
2005-11-27,289.062
2005-11-28,287.7
2005-11-29,287.705
2005-11-30,287.162
2005-12-01,290.316
2005-12-02,286.766
2005-12-03,284.129
2005-12-04,284.337
2005-12-05,284.228
2005-12-06,288.034
2005-12-07,286.789
2005-12-08,283.509
2005-12-09,282.518
2005-12-10,283.139
2005-12-11,277.036
2005-12-12,286.263
2005-12-13,289.988
2005-12-14,284.842
2005-12-15,280.886
2005-12-16,283.045
2005-12-17,282.06
2005-12-18,279.996
2005-12-19,282.633
2005-12-20,286.581
2005-12-21,286.438
2005-12-22,289.087
2005-12-23,289.891
2005-12-24,286.415
2005-12-25,287.65
2005-12-26,285.464
2005-12-27,283.413
2005-12-28,286.779
2005-12-29,289.206
2005-12-30,289.668
2005-12-31,287.232
